,host_since,host_is_superhost,host_listings_count,host_total_listings_count,host_verifications,latitude,longitude,distance_btw_lax,accommodates,bedrooms,beds,bathrooms,amenity_num,review_scores_rating,price
0,4495,0,1.0,1.0,5,33.98209,-118.38493999999999,5.000751056752906,6,2.0,3.0,2.0,338,80.0,115.0
1,4481,0,1.0,1.0,6,34.165620000000004,-118.33458,25.832095189201947,6,3.0,3.0,1.0,642,97.0,176.0
2,4414,1,2.0,2.0,7,34.09768,-118.34602,18.291400964394665,1,1.0,1.0,1.5,660,97.0,67.0
3,4413,0,2.0,2.0,8,34.00475,-118.48127,9.715794296934087,1,1.0,1.0,1.0,233,94.0,155.0
4,4405,0,1.0,1.0,4,33.87619,-118.11397,28.14540188133732,2,1.0,1.0,1.0,363,-1.0,50.0
5,4244,1,8.0,8.0,9,33.9875,-118.432,5.54666712824849,2,1.0,1.0,1.0,343,96.0,55.0
6,4244,1,8.0,8.0,9,33.9875,-118.432,5.54666712824849,3,1.0,1.0,1.0,333,95.0,71.0
7,4244,1,8.0,8.0,9,33.9875,-118.432,5.54666712824849,4,2.0,2.0,1.0,512,92.0,135.0
8,4221,0,15.0,15.0,7,34.16825,-118.64438,33.28760493901467,3,1.0,1.0,1.0,537,88.0,89.0
9,4414,1,2.0,2.0,7,34.095209999999994,-118.34801000000002,17.973105858041357,1,1.0,2.0,1.5,592,97.0,67.0
10,4142,1,3.0,3.0,6,33.8761,-118.11509,28.04815121605022,2,1.0,1.0,1.0,245,98.0,45.0
11,4138,1,2.0,2.0,8,34.115429999999996,-118.2609,23.642609194748733,4,1.0,2.0,1.0,766,99.0,89.0
12,4105,1,1.0,1.0,4,33.993990000000004,-118.45636999999999,7.311520852386063,2,-1.0,2.0,1.0,371,94.0,122.0
13,4098,0,1.0,1.0,5,33.772059999999996,-118.18893,27.693971292088612,2,1.0,1.0,1.5,741,95.0,80.0
14,4089,0,2.0,2.0,9,33.99638,-118.47733999999998,8.80074605531126,1,1.0,1.0,1.0,323,94.0,85.0
15,4084,1,4.0,4.0,6,33.838229999999996,-118.38569,11.68913044616901,1,1.0,1.0,1.5,215,97.0,50.0
16,4051,0,1.0,1.0,6,34.05437,-118.35641000000001,13.431695171297116,2,1.0,2.0,2.0,498,99.0,74.0
17,4041,1,2.0,2.0,3,34.11479,-118.32288999999999,20.817731578453095,2,1.0,1.0,1.0,386,97.0,195.0
18,4088,1,3.0,3.0,4,33.99753,-118.47226,8.56129170496154,1,-1.0,2.0,1.0,390,96.0,75.0
19,4013,1,1.0,1.0,4,34.058640000000004,-118.34352,14.331143093711658,5,2.0,3.0,1.0,561,98.0,155.0
20,4084,1,4.0,4.0,6,33.83847,-118.38521999999999,11.67078733384194,4,1.0,1.0,1.0,446,97.0,175.0
21,3986,1,9.0,9.0,6,34.11959,-118.32056000000001,21.393120783659796,2,1.0,1.0,1.0,301,99.0,277.0
22,4084,1,4.0,4.0,6,33.83984,-118.3871,11.489920128830391,4,1.0,1.0,1.0,509,96.0,175.0
23,3983,0,2.0,2.0,6,33.84042,-118.32061999999999,13.874320085662157,2,1.0,1.0,1.0,286,100.0,95.0
24,3973,1,3.0,3.0,9,34.04244,-118.3522,12.35985781672505,2,1.0,1.0,1.0,486,96.0,120.0
25,3970,1,1.0,1.0,5,34.16701,-118.41118,25.073533085864277,6,2.0,5.0,1.0,369,100.0,438.0
26,3932,0,3.0,3.0,10,33.99179,-118.45056000000001,6.798553219978677,7,3.0,0.0,2.0,508,100.0,300.0
27,3932,0,3.0,3.0,10,33.99065,-118.44962,6.644955129495304,5,2.0,2.0,1.0,588,86.0,214.0
28,3914,1,2.0,2.0,5,34.08521,-118.28338000000001,19.703750139627807,2,1.0,1.0,1.0,180,97.0,75.0
29,3907,1,1.0,1.0,5,33.98065,-118.46518999999999,6.798453117250775,2,1.0,1.0,1.0,350,98.0,124.0
30,3986,1,9.0,9.0,6,34.11939,-118.32043999999999,21.376737038737197,2,1.0,1.0,1.0,224,99.0,201.0
31,3887,0,3.0,3.0,3,34.19794,-118.22478999999998,33.15843670290214,2,1.0,2.0,1.0,104,98.0,75.0
32,3887,0,3.0,3.0,3,34.198209999999996,-118.22438999999999,33.203064860063265,2,1.0,0.0,1.0,159,97.0,100.0
33,3986,1,9.0,9.0,6,34.11821,-118.32178,21.20853070703395,2,1.0,1.0,1.0,272,97.0,168.0
34,3873,0,1.0,1.0,3,34.103120000000004,-118.25778000000001,22.71203162984682,2,-1.0,1.0,1.0,301,93.0,103.0
35,3869,1,2.0,2.0,5,34.12003,-118.19038,28.25168394969365,2,1.0,1.0,1.0,312,98.0,128.0
36,3866,1,8.0,8.0,5,34.00416,-118.46602,8.750601867457785,2,1.0,1.0,1.0,284,98.0,312.0
37,3986,1,9.0,9.0,6,34.11861,-118.32019,21.305310693147163,2,1.0,1.0,1.0,272,98.0,178.0
38,3865,0,1.0,1.0,4,33.98798,-118.47301000000002,7.87591638720004,2,1.0,1.0,1.0,347,97.0,130.0
39,4048,1,3.0,3.0,5,33.831790000000005,-118.38328,12.434161736722464,2,1.0,1.0,1.0,585,94.0,143.0
40,3860,1,1.0,1.0,3,34.1078,-118.21864,25.45756126629737,5,2.0,2.0,1.0,432,100.0,324.0
41,3856,0,2.0,2.0,7,34.04123,-118.45496999999999,11.88163751760959,6,3.0,3.0,2.5,640,90.0,325.0
42,3844,1,3.0,3.0,4,34.02361,-118.3871,9.333055495821485,3,1.0,2.0,1.0,147,99.0,130.0
43,3841,0,2.0,2.0,4,34.047270000000005,-118.44058000000001,12.120256689655108,1,1.0,1.0,1.0,397,88.0,96.0
44,3841,0,1.0,1.0,5,34.08044,-118.29805,18.49859859350145,2,-1.0,1.0,1.0,536,94.0,135.0
45,4221,0,15.0,15.0,7,34.166779999999996,-118.64374,33.12544066460364,2,1.0,0.0,1.0,361,94.0,65.0
46,3841,0,2.0,2.0,4,34.04636,-118.44043,12.018731820662056,1,1.0,1.0,1.0,324,-1.0,94.0
47,3844,1,3.0,3.0,4,34.02355,-118.38688,9.330848212736726,2,1.0,2.0,1.0,110,99.0,115.0
48,3798,1,1.0,1.0,5,34.01142,-118.47957,10.162951228957148,2,1.0,1.0,1.0,206,99.0,87.0
49,3795,0,1.0,1.0,6,34.10313,-118.28628,21.207672390375023,3,1.0,2.0,1.5,178,98.0,90.0
50,3800,0,1.0,1.0,3,34.17309,-118.53169,28.140017391432682,3,1.0,2.0,1.0,396,97.0,59.0
51,3781,1,8.0,8.0,6,33.99335,-118.44386999999999,6.616597528350422,4,2.0,2.0,1.0,265,98.0,168.0
52,3784,0,4.0,4.0,7,34.00095,-118.43381000000001,7.002184303640916,2,1.0,1.0,2.0,385,92.0,66.0
53,3777,1,1.0,1.0,5,34.01282,-118.8053,37.44767498548628,2,1.0,1.0,1.0,657,99.0,189.0
54,3764,0,1.0,1.0,6,34.00906,-118.49282,10.807236079570151,6,3.0,3.0,3.5,302,-1.0,900.0
55,3756,0,7.0,7.0,6,33.80017,-118.3478,16.700223341608805,4,2.0,3.0,1.0,601,95.0,108.0
56,3753,0,2.0,2.0,4,34.05827,-118.34061000000001,14.408324543392137,2,1.0,1.0,1.0,429,99.0,75.0
57,4398,0,6.0,6.0,5,34.1083,-118.38053000000001,18.720435268966714,2,1.0,1.0,1.0,328,100.0,97.0
58,3742,0,1.0,1.0,4,34.04085,-118.38065,11.334401989974443,2,1.0,2.0,1.5,400,78.0,45.0
59,3742,0,1.0,1.0,4,34.04034,-118.38207,11.25006136889863,2,1.0,2.0,1.5,303,86.0,48.0
60,1089,0,25.0,25.0,2,34.04828,-118.23605,19.842215440074174,1,1.0,1.0,11.0,430,87.0,43.0
61,3725,1,3.0,3.0,5,34.09179,-118.33111000000001,18.16550976806936,2,1.0,2.0,1.0,647,93.0,126.0
62,3723,0,2.0,2.0,10,34.19684,-118.45929,28.773406546818205,2,1.0,1.0,1.5,604,86.0,45.0
63,3717,1,1.0,1.0,4,34.10837,-118.22412,25.15958641842633,3,1.0,0.0,1.0,358,98.0,59.0
64,1783,1,9.0,9.0,6,34.09553,-118.27613999999998,21.025129364451306,4,1.0,3.0,1.0,379,98.0,135.0
65,3723,0,8.0,8.0,5,33.91942,-118.20913,18.564330132923402,2,1.0,1.0,1.0,335,92.0,54.0
66,3914,1,2.0,2.0,5,34.08556,-118.28338000000001,19.735310065913858,2,1.0,1.0,1.0,242,98.0,150.0
67,3708,1,2.0,2.0,6,34.01277,-118.4083,7.916248725839548,6,3.0,3.0,2.0,522,97.0,300.0
68,3703,1,5.0,5.0,6,34.02956,-118.75532,33.44978599612425,2,1.0,0.0,1.0,593,97.0,300.0
69,3701,0,1.0,1.0,4,33.99355,-118.44283999999999,6.589758405347607,2,1.0,1.0,1.0,77,100.0,100.0
70,3697,1,1.0,1.0,4,34.2774,-118.47958,37.92026567954604,2,1.0,1.0,1.0,674,98.0,63.0
71,3693,1,2.0,2.0,5,34.15563,-118.23521000000001,28.66720362798615,1,-1.0,0.0,1.0,184,100.0,60.0
72,4006,1,1.0,1.0,4,34.09596,-118.34985,18.000740795833728,2,1.0,1.0,1.0,475,95.0,110.0
73,3685,0,2.0,2.0,6,34.120259999999995,-118.26773,23.73374146672482,2,1.0,1.0,1.0,484,93.0,75.0
74,3684,0,1.0,1.0,4,34.00581,-118.44356,7.8401510137834,2,-1.0,1.0,1.0,602,95.0,131.86
75,3684,1,1.0,1.0,4,34.11893,-118.32189,21.278911622046763,6,1.0,2.0,1.0,875,98.0,100.0
76,3677,0,1.0,1.0,6,34.08976,-118.26953999999999,20.87396410607008,1,1.0,1.0,1.0,388,96.0,99.0
77,3675,1,1.0,1.0,7,34.06197,-118.39887,13.418150684665703,6,1.0,2.0,1.0,343,98.0,135.0
78,3680,0,1.0,1.0,4,34.06132,-118.3703,13.77445011817201,2,1.0,1.0,1.0,369,96.0,135.0
79,3660,1,3.0,3.0,4,34.000609999999995,-118.46353,8.297593864456358,3,1.0,2.0,1.0,497,98.0,125.0
80,3656,0,4.0,4.0,3,33.989340000000006,-118.47375,8.02685087837988,4,1.0,2.0,1.0,93,92.0,80.0
81,3655,0,1.0,1.0,4,34.07517,-118.26623000000001,19.819432624121763,2,1.0,1.0,1.0,157,97.0,94.0
82,3618,0,3.0,3.0,5,34.04762,-118.30593999999999,15.116862309700714,1,1.0,1.0,1.0,301,-1.0,75.0
83,3618,0,3.0,3.0,5,34.05076,-118.30677,15.343846712341984,1,1.0,1.0,1.0,210,96.0,50.0
84,4398,0,6.0,6.0,5,34.110459999999996,-118.38127,18.949268966966535,2,1.0,1.0,1.5,406,85.0,89.0
85,3615,1,3.0,3.0,6,33.99201,-118.4699,7.97006441237959,6,2.0,2.0,2.0,264,98.0,417.0
86,3615,1,1.0,1.0,6,34.11235,-118.23207,25.00470242136706,2,-1.0,1.0,1.0,529,97.0,78.0
87,3605,1,4.0,4.0,7,34.11547,-118.32416,20.843780066169533,2,1.0,1.0,1.0,115,100.0,131.0
88,3627,1,1.0,1.0,8,34.1273,-118.32003,22.206889638739973,4,2.0,2.0,2.0,164,99.0,220.0
89,3753,1,1.0,1.0,3,34.116609999999994,-118.28776,22.423565225161912,2,1.0,1.0,1.0,358,100.0,395.0
90,3708,1,2.0,2.0,6,34.00959,-118.40953999999999,7.563124766877635,3,1.0,1.0,1.0,290,99.0,133.0
91,3575,0,5.0,5.0,4,34.04055,-118.4748,12.590562532865235,2,1.0,1.0,1.0,341,96.0,85.0
92,3574,1,3.0,3.0,4,34.08177,-118.38747,15.711194170446863,6,3.0,3.0,3.0,364,97.0,350.0
93,3561,1,1.0,1.0,3,34.03853,-118.33628,12.672904817036972,4,1.0,2.0,1.0,514,96.0,89.0
94,3555,1,1.0,1.0,5,34.07882,-118.23393,22.18181008333038,2,1.0,2.0,1.0,439,98.0,69.0
95,3550,1,3.0,3.0,6,34.04981,-118.39745,12.07923929367895,2,1.0,2.0,1.0,386,98.0,70.0
96,3550,1,3.0,3.0,6,34.04978,-118.39745,12.07591431224011,2,1.0,2.0,1.0,367,98.0,70.0
97,3756,1,1.0,1.0,7,34.03045,-118.40618,9.885086743617718,1,1.0,1.0,1.0,600,97.0,55.0
98,3690,0,3.0,3.0,5,34.04079,-118.30837,14.387394875563485,2,1.0,1.0,1.5,462,97.0,44.0
99,3531,1,4.0,4.0,6,34.18177,-118.52621,28.83209184343987,2,-1.0,2.0,1.0,295,98.0,109.0
100,3567,0,1.0,1.0,9,33.84827,-118.08478000000001,31.63978151607608,2,1.0,1.0,1.0,398,95.0,57.0
101,3753,0,2.0,2.0,4,34.05832,-118.34105,14.39575620700454,2,1.0,1.0,1.0,392,97.0,75.0
102,3525,1,2.0,2.0,9,33.98604,-118.36023999999999,6.652460009036389,4,-1.0,3.0,1.0,708,96.0,97.0
103,3512,1,4.0,4.0,9,34.08333,-118.27951000000002,19.747497273526676,2,1.0,1.0,1.0,516,96.0,125.0
104,4098,1,1.0,1.0,4,34.12859,-118.3202,22.33467564765032,2,1.0,1.0,-1.0,229,98.0,110.0
105,3508,1,1.0,1.0,6,34.05966,-118.35401999999999,14.059950810418187,4,1.0,3.0,1.0,322,99.0,119.0
106,3508,1,1.0,1.0,5,34.10805,-118.34111000000001,19.528708952680358,4,1.0,1.0,1.0,475,97.0,90.0
107,3575,0,5.0,5.0,4,34.04043,-118.47367,12.52857324956759,1,1.0,0.0,1.0,277,94.0,80.0
108,3723,0,8.0,8.0,5,33.91942,-118.20913,18.564330132923402,2,1.0,1.0,1.0,443,90.0,54.0
109,3493,1,1.0,1.0,5,34.24135,-118.46301000000001,33.71711129061991,1,1.0,1.0,1.5,512,95.0,42.0
110,4221,0,15.0,15.0,7,34.16745,-118.64428000000001,33.21430215264497,8,4.0,5.0,2.0,739,88.0,385.0
111,3492,0,2.0,2.0,10,34.054559999999995,-118.36348999999998,13.232344934546736,2,1.0,1.0,1.0,364,99.0,97.0
112,3492,0,4.0,4.0,7,34.255179999999996,-118.28128000000001,36.79514432137787,2,2.0,2.0,1.0,451,97.0,85.0
113,3512,1,4.0,4.0,9,34.08365,-118.27848,19.83316594551848,2,1.0,1.0,1.0,469,96.0,125.0
114,3486,1,2.0,2.0,7,33.96568,-118.41771999999999,2.8102580138569473,2,1.0,1.0,1.0,358,97.0,108.0
115,3481,0,1.0,1.0,7,34.03954,-118.34113,12.541088150190312,2,1.0,1.0,1.0,50,80.0,105.0
116,3486,1,2.0,2.0,7,33.96781,-118.41985,3.097703167265505,6,3.0,3.0,2.0,115,93.0,315.0
117,3476,0,1.0,1.0,5,34.0695,-118.25361000000001,20.158476039306233,2,1.0,0.0,2.0,247,98.0,60.0
118,3492,0,1.0,1.0,5,34.07796,-118.35706,15.89158024986939,4,1.0,2.0,1.0,447,84.0,60.0
119,3473,1,1.0,1.0,6,34.15668,-118.60318999999998,29.904250421774755,1,1.0,1.0,1.0,218,93.0,59.0
120,3483,0,1.0,1.0,4,34.03908,-118.49247,13.324200404331522,6,3.0,3.0,2.0,237,98.0,550.0
121,3474,1,2.0,2.0,5,34.10816,-118.33433000000001,19.74791548074844,2,1.0,1.0,1.5,302,93.0,75.0
122,3464,0,1.0,1.0,1,34.06219,-118.28691,17.48208338520817,3,1.0,1.0,1.5,87,-1.0,170.0
123,3464,1,3.0,3.0,5,34.07237,-118.26332,19.767905515288884,2,-1.0,1.0,1.0,182,97.0,100.0
124,3464,0,2.0,2.0,6,34.09192,-118.21793000000001,24.253958474181267,4,2.0,2.0,1.5,592,95.0,169.0
125,3456,1,1.0,1.0,6,33.82738,-118.27963999999999,17.406602933413033,2,-1.0,0.0,1.0,484,99.0,66.0
126,3456,0,2.0,2.0,4,34.08767,-118.26423999999999,20.997095744241836,4,1.0,1.0,1.0,545,94.0,94.0
127,3455,1,1.0,1.0,5,33.77435,-118.12275,32.291215322689204,7,2.0,3.0,1.0,517,95.0,48.0
128,3852,0,1.0,1.0,6,34.17358,-118.38673,25.88096494123207,2,1.0,2.0,1.5,382,98.0,46.0
129,3448,0,1.0,1.0,5,34.04891,-118.37121,12.421572760444116,2,1.0,1.0,1.0,518,92.0,80.0
130,3447,1,2.0,2.0,4,34.09659,-118.36843,17.63087235700467,2,1.0,1.0,1.0,459,99.0,175.0
131,3700,0,10.0,10.0,5,34.21007,-118.16425,37.39140624210405,5,2.0,2.0,1.0,298,95.0,174.0
132,3434,0,1.0,1.0,3,34.06547,-118.40422,13.783690574956463,2,2.0,2.0,2.0,517,97.0,99.0
133,3468,1,4.0,4.0,6,34.09028,-118.24981000000001,22.080521553768467,2,-1.0,2.0,1.0,491,96.0,105.0
134,3428,1,1.0,1.0,4,34.13097,-118.70428999999999,34.45303273548848,4,1.0,3.0,3.5,201,96.0,75.0
135,3427,0,4.0,4.0,9,34.02665,-118.51691000000001,13.764756306419946,3,1.0,1.0,1.0,513,93.0,85.0
136,3904,1,5.0,5.0,7,34.08008,-118.25653999999999,20.822194196755554,3,1.0,1.0,1.0,314,94.0,110.0
137,3431,1,3.0,3.0,6,34.10456,-118.37002,18.46988176831552,14,5.0,5.0,4.0,580,96.0,1115.0
138,3442,0,7.0,7.0,5,34.09728,-118.61736,25.89634317410645,2,1.0,1.0,1.0,311,90.0,91.0
139,1089,0,25.0,25.0,2,34.04827,-118.23603,19.843029358233043,1,-1.0,1.0,11.0,430,92.0,42.0
140,3468,1,4.0,4.0,6,34.08916,-118.2489,22.043352667485877,7,2.0,3.0,2.0,459,99.0,245.0
141,3420,0,0.0,0.0,5,34.034929999999996,-118.4629,11.52988707994427,4,1.0,2.0,1.0,581,95.0,100.0
142,3420,1,5.0,5.0,5,34.120490000000004,-118.26441000000001,23.923701642067982,3,1.0,2.0,1.0,252,96.0,89.0
143,3414,1,2.0,2.0,9,34.09942,-118.2764,21.36512425110397,2,1.0,1.0,1.0,218,97.0,120.0
144,3427,1,3.0,3.0,7,34.182559999999995,-118.39972,26.814148708468412,5,2.0,3.0,1.0,703,98.0,160.0
145,3427,1,3.0,3.0,7,34.17961,-118.40038,26.484384383399107,4,1.0,2.0,1.0,576,99.0,77.57
146,3492,0,1.0,1.0,5,34.0779,-118.35738,15.876426776363173,8,2.0,5.0,1.0,412,81.0,92.0
147,3404,0,2.0,2.0,8,33.903940000000006,-118.4194,4.308031385138874,2,1.0,1.0,1.0,145,91.0,150.0
148,3404,0,0.0,0.0,8,33.98498,-118.46717,7.251027026965976,4,2.0,2.0,1.0,404,94.0,325.0
149,3567,1,2.0,2.0,4,34.13812,-118.40791000000002,21.858954469990103,2,1.0,1.0,1.0,573,98.0,85.0
150,3402,1,1.0,1.0,4,34.084509999999995,-118.60353,24.000382978306835,2,-1.0,1.0,1.0,487,98.0,90.0
151,3442,0,7.0,7.0,5,34.09619,-118.61773000000001,25.840975581472144,4,1.0,2.0,1.0,295,94.0,109.0
152,3442,0,7.0,7.0,5,34.09787,-118.61616000000001,25.858207438763227,4,1.0,2.0,1.0,267,96.0,124.0
153,1089,0,25.0,25.0,2,34.04827,-118.23603,19.843029358233043,1,1.0,1.0,11.0,422,85.0,45.0
154,3617,0,8.0,8.0,5,34.06824,-118.346,15.219458387309649,4,2.0,2.0,2.0,466,92.0,165.0
155,3605,1,4.0,4.0,7,34.11404,-118.32423,20.693886801238207,2,1.0,1.0,1.0,128,100.0,119.0
156,3384,1,4.0,4.0,7,34.09375,-118.33632,18.184953316475752,1,1.0,1.0,1.0,634,98.0,89.0
157,3382,0,1.0,1.0,6,34.00612,-118.80913999999999,37.64620598259777,2,1.0,2.0,1.0,92,80.0,369.0
158,3468,1,4.0,4.0,6,34.08913,-118.24896000000001,22.037177234505354,4,1.0,2.0,1.0,698,99.0,195.0
159,3492,0,1.0,1.0,5,34.084340000000005,-118.34931,16.78867086481553,4,2.0,0.0,1.0,196,89.0,89.0
160,3377,0,1.0,1.0,6,34.10433,-118.30904,20.29033670549053,2,1.0,1.0,1.0,116,-1.0,92.0
161,3376,0,1.0,1.0,4,33.75594,-118.13342,32.74430195697418,6,3.0,0.0,1.0,122,100.0,304.0
162,3374,0,1.0,1.0,5,34.11119,-118.3193,20.577814962808844,4,1.0,2.0,1.0,426,96.0,160.0
163,3372,1,1.0,1.0,6,34.07263,-118.89666000000001,47.31197881837962,4,1.0,1.0,1.0,445,97.0,209.0
164,3372,0,0.0,0.0,5,34.03504,-118.47191000000001,11.92564359676793,3,2.0,0.0,1.0,81,96.0,150.0
165,3371,0,1.0,1.0,6,34.10071,-118.24998000000001,22.95173681424059,5,1.0,3.0,1.0,425,99.0,130.0
166,3471,0,1.0,1.0,4,33.98981,-118.46248999999999,7.318597855589996,2,1.0,2.0,1.5,107,100.0,275.0
167,3369,0,2.0,2.0,11,33.97703,-118.46318000000001,6.4014894083166,1,1.0,1.0,1.0,250,98.0,125.0
168,3368,1,2.0,2.0,4,33.96053,-118.42206000000002,2.4492480566646435,1,1.0,1.0,1.0,311,90.0,75.0
169,3368,1,2.0,2.0,4,33.96047,-118.42193,2.4373935106668947,1,1.0,0.0,1.0,274,98.0,75.0
170,3703,1,5.0,5.0,6,34.030359999999995,-118.7569,33.61504460110346,2,1.0,1.0,1.0,617,96.0,220.0
171,3487,1,2.0,2.0,5,34.0718,-118.25216999999999,20.433142098145343,2,1.0,1.0,1.5,493,95.0,45.0
172,3202,1,1.0,1.0,5,34.111990000000006,-118.25198,23.819811437549973,4,1.0,1.0,1.0,649,98.0,100.0
173,3357,0,1.0,1.0,9,34.02559,-118.40626,9.344477832304518,2,1.0,1.0,1.0,217,88.0,59.0
174,3532,0,1.0,1.0,5,34.02021,-118.43445,9.065450957964487,2,1.0,1.0,1.0,273,98.0,113.57
175,3904,1,5.0,5.0,7,34.08201,-118.25491000000001,21.082043469995376,2,1.0,1.0,1.0,304,96.0,80.0
176,3353,1,1.0,1.0,6,34.08618,-118.27651000000002,20.167045970898823,3,1.0,2.0,1.0,548,94.0,133.0
177,3352,0,1.0,1.0,4,34.08716,-118.34408,17.24564994626942,2,1.0,1.0,1.0,515,99.0,69.0
178,3688,0,2.0,2.0,4,34.03385,-118.46148000000001,11.364944410624085,2,1.0,1.0,1.0,389,93.0,120.0
179,3492,0,1.0,1.0,5,34.07803,-118.3559,15.931244625997847,6,2.0,0.0,1.0,219,83.0,110.0
180,4071,0,1.0,1.0,6,34.10417,-118.34541000000002,18.994992066879107,1,1.0,2.0,1.0,305,97.0,115.0
181,3911,0,4.0,4.0,6,34.05455,-118.39301999999999,12.644248445349403,8,3.0,5.0,3.0,645,91.0,340.0
182,3337,0,1.0,1.0,5,34.02454,-118.48733999999999,11.746653385908738,2,1.0,1.0,1.0,416,91.0,68.0
183,3336,0,2.0,2.0,4,34.12377,-118.35512,20.851608730820306,2,1.0,1.0,1.0,469,98.0,85.0
184,3335,0,2.0,2.0,10,34.223490000000005,-118.39634,31.37458281219755,4,2.0,2.0,1.0,466,87.0,99.0
185,1783,1,9.0,9.0,6,34.09339,-118.27741999999999,20.76293165296863,6,2.0,3.0,1.0,724,98.0,160.0
186,1783,1,9.0,9.0,6,34.0944,-118.27818,20.81381970771319,4,1.0,2.0,1.0,656,98.0,135.0
187,3335,1,1.0,1.0,6,33.866929999999996,-118.12746000000001,27.241874381492853,2,1.0,1.0,1.0,451,99.0,65.0
188,3337,1,1.0,1.0,6,34.096,-118.34867,18.037953119972368,2,1.0,1.0,1.0,453,100.0,135.0
189,3331,0,2.0,2.0,6,34.19213,-118.39873999999999,27.8809172108854,2,1.0,1.0,1.0,189,94.0,75.0
190,3330,1,3.0,3.0,5,33.975559999999994,-118.46439,6.391892215990124,2,1.0,1.0,1.0,636,98.0,168.0
191,3387,0,1.0,1.0,7,34.076609999999995,-118.35425,15.82829867514794,2,1.0,2.0,1.0,712,96.0,66.0
192,3328,1,4.0,4.0,4,34.028529999999996,-118.5157,13.829217833349645,5,1.0,3.0,1.0,164,97.0,189.0
193,3492,0,1.0,1.0,5,34.03725,-118.62818999999999,22.884425921923487,5,2.0,5.0,2.0,326,84.0,980.0
194,3323,0,2.0,2.0,5,34.06455,-118.29592,17.169477276367363,3,1.0,2.0,1.5,522,98.0,62.0
195,3328,1,5.0,5.0,7,33.99302,-118.4606,7.470699897421896,10,5.0,9.0,2.5,459,96.0,828.0
196,3316,1,4.0,4.0,7,33.74232,-118.30168,24.263439123012187,4,1.0,1.0,2.0,694,97.0,35.0
197,3316,1,2.0,2.0,6,34.19226,-118.13738000000001,37.435328272270084,2,1.0,1.0,1.0,530,97.0,99.0
198,3315,0,1.0,1.0,6,33.98685,-118.44465,6.037743618859528,2,1.0,1.0,1.0,266,-1.0,65.0
199,3388,1,4.0,4.0,3,34.0513,-118.42043000000001,12.251408695138327,2,1.0,1.0,1.0,669,95.0,92.0
200,3312,0,1.0,1.0,4,34.11619,-118.17725,28.836469446916826,2,2.0,0.0,1.0,224,-1.0,135.0
201,2973,0,40.0,40.0,8,34.04708,-118.43596000000001,12.002704703705996,4,1.0,2.0,1.0,511,97.0,79.0
202,3308,0,3.0,3.0,5,34.103159999999995,-118.29973000000001,20.578649494400953,2,1.0,1.0,1.0,419,67.0,60.0
203,3306,0,4.0,4.0,4,33.76396,-118.15664,30.523390811300228,8,1.0,5.0,3.5,87,98.0,125.0
204,3784,0,4.0,4.0,7,34.00093,-118.43386000000001,7.001626796499338,2,1.0,1.0,2.0,359,97.0,66.0
205,3736,0,1.0,1.0,4,34.132659999999994,-118.24152,26.239570425741135,2,1.0,1.0,1.0,248,-1.0,290.0
206,3301,1,4.0,4.0,10,33.99475,-118.45821000000001,7.481873523094523,2,1.0,0.0,1.0,486,98.0,279.0
207,3301,1,4.0,4.0,10,33.99568,-118.45674,7.482427357067042,5,2.0,5.0,2.5,552,99.0,595.0
208,3301,0,2.0,2.0,6,34.08123,-118.27675,19.71737222821552,8,3.0,3.0,2.0,251,86.0,275.0
209,3339,1,1.0,1.0,5,34.10071,-118.59235,24.504867374990162,5,1.0,3.0,1.0,544,96.0,128.0
210,3302,0,1.0,1.0,2,34.14461,-118.4158,22.59078986817368,1,1.0,-1.0,-1.0,2,-1.0,200.0
211,3295,0,9.0,9.0,9,33.84565,-118.19476,22.43543559624493,6,2.0,3.0,2.0,700,96.0,276.0
212,3385,1,1.0,1.0,7,33.9872,-118.42886999999999,5.409003341906593,2,1.0,1.0,1.0,524,99.0,130.0
213,3318,0,0.0,0.0,5,34.11742,-118.78488999999999,39.828137447750166,2,1.0,1.0,1.0,332,98.0,66.0
214,3467,0,2.0,2.0,5,34.080659999999995,-118.25268,21.11050926793017,1,1.0,1.0,1.0,87,98.0,75.0
215,2962,0,3.0,3.0,4,34.16668,-118.03178999999999,42.80133874024548,4,2.0,2.0,2.5,515,97.0,125.0
216,3289,1,5.0,5.0,6,34.11633,-118.27342,23.081985134451216,2,1.0,1.0,1.0,671,98.0,70.0
217,3295,0,9.0,9.0,9,33.84584,-118.19556999999999,22.35958676518696,6,2.0,3.0,2.0,862,96.0,273.0
218,3280,1,1.0,1.0,3,34.004059999999996,-118.45593999999998,8.210730920455411,2,1.0,1.0,1.0,292,98.0,155.0
219,3567,1,2.0,2.0,4,34.14277,-118.40808999999999,22.376137459647566,3,1.0,2.0,1.0,584,99.0,140.0
220,3279,1,1.0,1.0,3,34.0884,-118.42726,16.419890285149343,4,2.0,0.0,2.5,436,93.0,841.86
221,3278,0,6.0,6.0,5,34.103359999999995,-118.32366,19.618987753238486,4,1.0,2.0,1.0,500,90.0,147.0
222,3278,0,6.0,6.0,5,34.103359999999995,-118.32366,19.618987753238486,6,2.0,3.0,1.0,275,82.0,169.0
223,3301,0,2.0,2.0,6,34.082770000000004,-118.27691000000002,19.843487290179898,2,-1.0,1.0,1.0,228,95.0,89.0
224,3280,1,3.0,3.0,4,34.081759999999996,-118.2691,20.205002430039297,2,-1.0,1.0,1.0,398,99.0,61.0
