,host_response_time,host_response_rate,host_acceptance_rate,neighbourhood_cleansed,neighborhood_matched,property_type,room_type,maximum_nights,minimum_nights,number_of_reviews,number_of_reviews_l30d,negiborhood_frequency
390,3,0.93,0.93,Mar Vista,True,1,1,365,30,429,0,327
391,3,0.5,-1.0,West Hollywood,True,1,1,250,30,12,0,632
392,-1,-1.0,0.0,Venice,True,1,1,30,3,17,0,1701
393,3,1.0,1.0,Inglewood,True,2,2,365,28,34,1,402
394,2,1.0,0.93,Venice,True,2,2,60,3,107,0,1701
395,1,1.0,0.98,Canoga Park,True,2,2,1124,2,147,7,61
396,-1,-1.0,0.0,Downtown,False,1,1,1125,30,12,0,1072
397,-1,-1.0,-1.0,Santa Monica,True,1,1,1125,31,13,0,1184
398,1,1.0,0.96,Eagle Rock,True,1,1,30,8,31,0,127
399,2,0.99,0.85,Hollywood Hills,True,1,1,365,1,471,3,787
400,2,1.0,0.5,Topanga,True,1,1,600,5,4,0,257
401,3,1.0,1.0,Lake Balboa,True,1,1,430,30,53,0,70
402,-1,-1.0,0.78,Venice,True,1,1,28,3,7,0,1701
403,1,1.0,1.0,Topanga,False,1,1,21,2,660,16,257
404,-1,-1.0,-1.0,Venice,True,1,1,30,30,1,0,1701
405,-1,-1.0,1.0,Silver Lake,True,1,1,55,30,8,0,498
406,-1,-1.0,-1.0,Glendale,True,1,1,21,1,18,0,556
407,1,1.0,0.87,Echo Park,True,1,1,120,30,20,0,410
408,2,1.0,0.96,Malibu,True,2,2,365,2,203,3,398
409,1,1.0,0.63,Hancock Park,False,1,1,200,1,55,0,99
410,1,1.0,0.99,Beverly Grove,False,1,1,30,30,0,0,422
411,1,0.86,0.91,Koreatown,False,2,2,1125,30,132,0,518
412,1,0.86,0.91,Koreatown,False,2,2,1125,30,181,0,518
413,2,1.0,0.93,Venice,True,2,2,30,2,6,0,1701
414,1,0.8,0.91,Downtown,True,1,1,30,3,160,0,1072
415,1,1.0,0.99,Venice,True,1,1,180,31,315,1,1701
416,2,0.9,0.9,El Segundo,True,1,1,180,1,229,1,153
417,2,1.0,0.5,Santa Monica,True,1,1,1825,30,5,0,1184
418,-1,-1.0,-1.0,Windsor Square,False,1,1,28,4,39,0,37
419,2,1.0,0.94,Los Feliz,True,2,2,45,1,107,0,333
420,2,1.0,0.93,Santa Monica,False,1,1,93,31,30,0,1184
421,1,0.9,0.96,Mid-Wilshire,True,2,2,365,2,469,0,514
422,-1,-1.0,-1.0,Venice,True,2,2,14,1,0,0,1701
423,1,1.0,0.96,Hollywood,True,2,2,1125,1,600,1,1616
424,1,1.0,0.96,El Segundo,True,1,1,90,2,255,2,153
425,1,1.0,0.33,Silver Lake,True,1,1,365,7,9,0,498
426,2,1.0,0.73,West Hollywood,True,1,1,365,31,4,0,632
427,1,1.0,0.97,Santa Monica,True,1,1,10,3,9,2,1184
428,-1,-1.0,0.96,Venice,True,3,3,3,2,32,0,1701
429,1,0.98,0.98,Highland Park,True,1,1,120,2,154,3,184
430,-1,-1.0,-1.0,Hollywood,True,2,2,1125,30,1,0,1616
431,2,1.0,1.0,Mid-Wilshire,True,1,1,175,30,12,0,514
432,2,0.9,0.92,Carson,True,2,2,90,3,50,0,79
433,2,1.0,0.5,Santa Monica,True,1,1,1125,30,1,0,1184
434,1,1.0,1.0,Echo Park,True,1,1,500,31,58,0,410
435,2,1.0,0.5,Santa Monica,True,1,1,1125,30,3,0,1184
436,-1,-1.0,-1.0,Del Rey,False,1,1,30,30,4,0,239
437,4,0.17,0.76,Encino,True,2,2,1125,1,40,0,136
438,1,1.0,1.0,Venice,True,2,2,340,2,194,4,1701
439,3,0.8,0.81,East Hollywood,False,2,2,1125,3,169,1,526
440,-1,-1.0,-1.0,Pacific Palisades,True,1,1,365,7,11,0,162
441,3,1.0,0.98,Santa Monica,True,2,2,30,2,446,0,1184
442,3,1.0,0.6,Rancho Park,False,1,1,60,7,16,0,30
443,4,0.17,0.76,Encino,True,2,2,1125,7,15,0,136
444,1,1.0,0.97,Venice,True,1,1,60,4,117,2,1701
445,1,1.0,0.8,Venice,False,1,1,365,30,9,0,1701
446,3,0.6,0.0,Walnut,False,1,1,7,2,46,0,79
447,1,1.0,0.82,Hancock Park,False,2,2,7,2,32,0,99
448,1,0.93,0.95,Venice,True,1,1,1124,3,196,3,1701
449,1,1.0,1.0,Unincorporated Santa Monica Mountains,False,1,1,30,2,57,3,125
450,2,1.0,0.87,Playa del Rey,False,1,1,1124,31,30,0,108
451,3,0.5,0.0,Hollywood Hills,True,1,1,60,10,8,0,787
452,-1,-1.0,1.0,Venice,True,1,1,365,31,15,0,1701
453,3,0.92,0.92,Venice,True,1,1,360,31,155,0,1701
454,1,1.0,1.0,Hollywood Hills West,False,1,1,200,4,146,0,521
455,1,1.0,1.0,Lake Balboa,True,1,1,150,2,536,3,70
456,2,1.0,-1.0,Malibu,True,1,1,365,7,0,0,398
457,1,1.0,1.0,Pasadena,True,2,2,180,3,47,1,459
458,1,1.0,1.0,Venice,True,1,1,180,30,103,0,1701
459,-1,-1.0,-1.0,Studio City,True,1,1,365,30,0,0,349
460,2,1.0,0.5,Long Beach,True,1,1,180,30,0,0,1573
461,2,1.0,0.5,Long Beach,True,1,1,365,2,23,0,1573
462,1,1.0,0.9,Silver Lake,True,1,1,365,30,59,0,498
463,2,0.99,0.85,Hollywood Hills,True,1,1,365,1,338,9,787
464,1,1.0,0.96,Beverly Hills,True,1,1,60,28,16,0,540
465,1,1.0,0.16,Beverly Crest,False,1,1,1125,7,0,0,143
466,3,1.0,0.77,Mar Vista,True,2,2,365,15,31,0,327
467,3,1.0,0.77,Mar Vista,True,2,2,1125,14,14,1,327
468,2,1.0,0.87,Venice,True,1,1,365,3,53,0,1701
469,1,1.0,0.78,Woodland Hills,False,2,2,28,5,47,0,290
470,1,0.98,0.96,Culver City,True,1,1,28,2,422,4,307
471,3,1.0,-1.0,Northeast Antelope Valley,False,2,2,1125,1,2,0,9
472,1,1.0,0.94,Woodland Hills,False,1,1,1125,5,46,0,290
473,-1,-1.0,0.83,Beverlywood,False,2,2,365,30,106,0,25
474,1,1.0,1.0,Calabasas,False,1,1,1125,7,60,0,55
475,4,0.4,0.38,West Hollywood,False,2,2,1125,1,0,0,632
476,4,0.4,0.38,Beverly Grove,False,2,1,1125,1,0,0,422
477,4,0.4,0.38,Beverly Grove,False,2,1,31,3,0,0,422
478,1,1.0,0.92,Echo Park,True,2,2,1125,2,36,1,410
479,4,0.33,0.33,Hollywood,True,1,1,60,30,2,0,1616
480,4,0.33,0.33,Hollywood,True,1,1,120,30,6,0,1616
481,2,0.9,0.89,Long Beach,True,1,1,1125,3,57,2,1573
482,1,1.0,0.52,Lincoln Heights,True,1,1,180,1,49,0,66
483,1,1.0,1.0,Redondo Beach,True,2,2,1125,1,318,0,342
484,3,1.0,0.0,Santa Monica,True,2,2,15,5,2,0,1184
485,1,1.0,1.0,Lincoln Heights,True,1,1,365,30,105,0,66
486,3,0.5,0.27,Echo Park,True,2,2,1125,7,17,0,410
487,1,1.0,0.8,Hermosa Beach,True,1,1,1125,28,24,0,195
488,3,1.0,0.0,Del Rey,True,1,1,90,5,55,0,239
489,4,0.0,1.0,Echo Park,True,1,1,1125,7,2,0,410
490,2,1.0,1.0,Alhambra,True,1,1,1125,13,58,2,258
491,-1,-1.0,-1.0,Echo Park,True,1,1,155,7,3,0,410
492,4,0.0,0.5,Los Feliz,True,1,1,90,30,7,0,333
493,2,1.0,0.8,Hancock Park,False,1,1,19,2,10,0,99
494,1,1.0,0.93,Hollywood Hills,True,1,1,60,30,584,0,787
495,-1,-1.0,-1.0,Hollywood Hills West,False,2,2,10,7,2,0,521
496,3,1.0,0.8,Hollywood Hills West,False,1,1,14,3,25,0,521
497,1,1.0,1.0,Hollywood Hills,True,1,1,366,3,135,1,787
498,-1,-1.0,-1.0,Silver Lake,True,1,1,21,3,60,0,498
499,-1,-1.0,0.0,Leimert Park,False,2,2,21,2,212,0,54
500,1,1.0,0.96,Long Beach,True,2,2,28,3,36,0,1573
501,1,1.0,1.0,Topanga,True,1,1,365,2,137,0,257
502,-1,-1.0,-1.0,Hollywood Hills,True,1,1,120,5,2,0,787
503,1,1.0,0.84,Hollywood,True,1,1,30,3,5,0,1616
504,1,0.99,1.0,Topanga,True,1,1,14,1,547,2,257
505,2,0.96,1.0,West Hollywood,True,1,1,154,30,152,0,632
506,2,1.0,0.64,Santa Monica,True,2,2,1125,7,7,0,1184
507,1,1.0,0.99,Topanga,True,1,1,1125,2,67,0,257
508,-1,-1.0,-1.0,Sawtelle,False,1,1,10,1,2,0,476
509,-1,-1.0,0.67,North Hollywood,True,1,1,90,21,16,0,393
510,1,1.0,0.85,Lynwood,True,2,2,1125,1,90,2,17
511,1,1.0,0.94,Redondo Beach,True,2,2,1125,2,95,0,342
512,1,1.0,1.0,Mid-Wilshire,True,1,1,14,2,622,3,514
513,2,1.0,0.0,Woodland Hills,False,1,1,1125,61,28,0,290
514,1,1.0,0.8,Baldwin Park,True,2,2,180,2,8,0,30
515,1,1.0,0.0,Beverly Grove,False,2,2,14,2,11,0,422
516,1,1.0,1.0,Lincoln Heights,True,1,1,365,30,60,1,66
517,-1,-1.0,-1.0,West Hollywood,True,1,1,1125,31,14,0,632
518,1,0.92,0.92,Mar Vista,True,1,1,60,3,71,0,327
519,-1,-1.0,-1.0,Agoura Hills,False,1,1,365,30,41,0,37
520,2,1.0,1.0,Santa Monica,True,2,2,35,30,0,0,1184
521,-1,-1.0,0.67,Palms,True,2,2,730,30,52,0,249
522,2,0.9,0.86,Westchester,False,2,2,30,2,132,1,227
523,1,1.0,0.96,Hollywood,True,2,2,1125,1,481,0,1616
524,1,1.0,0.96,Hollywood,True,2,2,1125,1,484,2,1616
525,2,0.9,0.97,Echo Park,True,1,1,180,3,42,1,410
526,1,1.0,1.0,Venice,False,1,1,93,30,217,5,1701
527,1,1.0,0.78,Woodland Hills,False,2,2,28,14,38,0,290
528,4,0.0,0.0,Carthay,False,1,1,1125,30,13,0,69
529,-1,-1.0,-1.0,Echo Park,True,1,1,45,30,33,0,410
530,1,1.0,1.0,South Pasadena,True,2,2,180,2,282,3,84
531,3,0.6,0.46,Topanga,True,1,1,30,2,123,0,257
532,1,0.98,0.97,Woodland Hills,False,2,2,30,2,24,2,290
533,1,1.0,0.99,Sawtelle,False,1,1,1125,2,171,0,476
534,1,1.0,0.9,Beverly Hills,True,1,1,365,60,95,0,540
535,1,1.0,0.94,Topanga,True,1,1,28,3,129,2,257
536,2,1.0,0.87,Long Beach,True,1,1,1125,90,63,0,1573
537,-1,-1.0,1.0,Montebello,True,2,2,1125,1,199,0,32
538,-1,-1.0,-1.0,Mid-City,False,2,2,28,1,66,1,397
539,1,1.0,1.0,Monrovia,True,1,1,330,7,11,0,87
540,1,1.0,0.98,Venice,True,1,1,1125,31,52,1,1701
541,2,1.0,1.0,Santa Monica,True,2,2,365,30,17,0,1184
542,1,1.0,0.96,Hollywood,True,2,2,1125,1,460,3,1616
543,1,1.0,0.78,West Los Angeles,False,1,1,360,30,45,0,157
544,1,1.0,0.78,West Los Angeles,False,1,1,365,30,37,0,157
545,2,1.0,1.0,Sherman Oaks,True,2,2,30,2,48,0,375
546,1,1.0,0.94,Valley Village,True,1,1,1125,7,11,1,128
547,4,0.33,0.46,Redondo Beach,True,1,1,365,2,115,0,342
548,2,1.0,0.64,Culver City,True,1,1,365,4,60,1,307
549,1,1.0,1.0,Redondo Beach,True,1,1,1825,3,14,1,342
550,2,1.0,1.0,Rolling Hills Estates,True,1,1,90,3,178,4,7
551,3,0.63,-1.0,Santa Monica,True,1,1,1125,30,18,0,1184
552,1,1.0,0.63,Hancock Park,False,3,3,365,1,38,0,99
553,3,0.72,0.46,Sierra Madre,False,2,2,30,2,13,0,25
554,2,0.9,0.94,Echo Park,True,2,2,180,30,154,0,410
555,3,1.0,0.9,Burbank,True,1,1,30,3,203,1,331
556,1,1.0,0.0,Winnetka,True,2,2,1125,31,70,0,74
557,2,1.0,0.43,Westchester,False,1,1,60,31,0,0,227
558,-1,-1.0,-1.0,Beverly Hills,True,1,1,30,3,60,0,540
559,2,1.0,0.85,Silver Lake,True,1,1,1125,3,105,0,498
560,-1,-1.0,0.0,Leimert Park,False,2,2,21,20,22,0,54
561,2,0.77,0.83,Venice,True,1,1,365,30,451,0,1701
562,2,1.0,0.91,Del Rey,True,1,1,365,3,46,4,239
563,1,1.0,1.0,Topanga,True,1,1,7,1,370,4,257
564,2,0.77,0.83,Venice,True,1,1,120,30,369,0,1701
565,2,0.77,0.83,Venice,True,1,1,180,30,449,0,1701
566,1,0.99,1.0,Topanga,True,1,1,14,1,321,2,257
567,1,1.0,1.0,West Hollywood,True,1,1,30,1,471,4,632
568,-1,-1.0,-1.0,Mar Vista,True,1,1,365,7,0,0,327
569,2,0.85,0.58,Silver Lake,True,6,1,1125,30,81,0,498
570,2,0.85,0.58,Silver Lake,True,6,1,1125,30,102,0,498
571,4,0.0,0.0,Encino,True,2,2,1095,5,0,0,136
572,4,0.0,0.0,Redondo Beach,True,2,2,1125,1,0,0,342
573,4,0.0,0.0,Redondo Beach,True,2,2,90,75,19,0,342
574,1,1.0,0.8,Hermosa Beach,True,1,1,1125,90,53,0,195
575,2,1.0,0.82,Mid-Wilshire,True,1,1,1125,30,36,0,514
576,4,0.13,0.44,Rowland Heights,False,2,2,30,3,10,0,517
577,3,1.0,0.0,Long Beach,True,1,1,30,2,28,0,1573
578,1,1.0,0.64,Silver Lake,True,1,1,120,1,12,0,498
579,2,0.96,0.87,Venice,True,1,1,365,3,143,2,1701
580,2,1.0,1.0,Panorama City,True,2,2,180,30,15,0,22
581,2,1.0,0.8,Mid-City,True,3,3,1124,30,99,0,397
582,2,0.96,0.87,Downtown,False,4,1,1125,1,60,1,1072
583,1,1.0,0.8,Venice,False,1,1,365,30,15,0,1701
584,-1,-1.0,-1.0,Mid-City,False,2,2,28,1,66,0,397
585,3,0.5,0.93,Venice,True,1,1,300,31,352,0,1701
586,1,1.0,1.0,Santa Monica,True,1,1,730,30,23,0,1184
587,2,1.0,0.0,Hollywood Hills,True,1,1,1125,31,78,0,787
588,3,1.0,1.0,Alhambra,True,1,1,365,2,56,0,258
589,2,1.0,0.96,Sherman Oaks,True,1,1,14,2,229,0,375
590,1,1.0,0.5,Mid-City,False,1,1,240,7,20,0,397
591,1,1.0,0.77,Studio City,True,1,1,1125,30,8,0,349
592,-1,-1.0,1.0,Hollywood,True,1,1,90,31,24,0,1616
593,3,0.83,0.75,Playa del Rey,False,1,1,200,30,12,0,108
594,1,0.91,0.9,Agoura Hills,False,2,2,1125,2,43,0,37
595,1,1.0,-1.0,Venice,True,2,2,1125,30,3,0,1701
596,1,1.0,0.9,Beverly Hills,True,1,1,365,3,101,1,540
597,2,1.0,0.33,Larchmont,False,1,1,1125,31,3,0,84
598,2,1.0,0.71,Venice,True,1,1,1125,30,8,0,1701
599,1,1.0,0.8,Venice,False,1,1,365,30,30,0,1701
600,1,1.0,0.8,Venice,False,1,1,1125,30,18,0,1701
601,1,1.0,0.95,Venice,True,2,2,30,2,476,5,1701
602,2,0.91,0.09,Sawtelle,False,1,1,1125,3,10,0,476
603,1,1.0,0.99,El Segundo,True,2,2,29,1,367,2,153
604,1,0.88,0.56,Altadena,False,2,2,1125,1,91,0,228
605,1,1.0,0.67,Hollywood,True,1,1,1125,5,160,0,1616
606,1,1.0,0.94,Topanga,True,1,1,28,3,29,2,257
607,3,1.0,0.87,Echo Park,True,1,1,30,5,3,0,410
608,2,1.0,0.8,Lake Balboa,True,2,2,1000,30,11,0,70
609,-1,-1.0,-1.0,Sherman Oaks,False,2,2,21,5,0,0,375
610,1,1.0,0.66,San Gabriel,True,2,2,365,5,23,0,142
611,2,1.0,-1.0,Pico-Robertson,False,2,2,50,31,3,0,165
612,1,1.0,0.5,North Hollywood,True,1,1,365,31,36,1,393
613,1,0.94,0.66,Hollywood Hills,True,1,1,365,2,388,3,787
614,1,1.0,1.0,Hollywood Hills West,False,1,1,30,3,102,1,521
615,1,1.0,0.8,Venice,False,1,1,365,30,34,0,1701
616,-1,-1.0,1.0,Santa Monica,True,1,1,90,31,16,0,1184
617,2,1.0,0.77,Glendale,True,1,1,30,3,149,0,556
618,-1,-1.0,-1.0,Beverly Crest,False,1,1,30,5,4,0,143
619,-1,-1.0,-1.0,Los Feliz,True,1,1,365,30,1,0,333
620,2,1.0,0.88,Venice,True,1,1,60,3,361,2,1701
621,1,1.0,0.78,Woodland Hills,False,1,1,1125,1,157,7,290
622,3,0.75,0.36,Playa Vista,False,1,1,360,30,4,0,77
623,1,0.92,0.92,Mar Vista,True,2,2,14,2,95,0,327
624,1,1.0,0.8,Venice,False,1,1,1124,30,19,1,1701
625,1,1.0,0.86,Hollywood Hills,True,1,1,1125,4,47,1,787
626,2,1.0,0.0,Venice,True,1,1,120,30,109,0,1701
627,1,1.0,0.99,El Segundo,True,2,2,90,1,499,2,153
628,2,1.0,0.64,Culver City,True,1,1,365,4,48,0,307
629,2,1.0,0.64,Culver City,True,1,1,365,4,43,0,307
630,1,1.0,0.99,Venice,True,1,1,29,2,232,5,1701
631,1,1.0,0.94,Venice,True,1,1,90,30,1,0,1701
632,1,1.0,0.94,Venice,True,2,2,125,30,170,0,1701
633,-1,-1.0,-1.0,Venice,True,4,1,6,3,1,0,1701
634,2,1.0,0.79,Tujunga,False,2,2,1125,31,7,0,22
635,1,1.0,0.93,Arlington Heights,False,3,3,1125,30,21,0,128
636,-1,-1.0,0.75,Lomita,True,1,1,120,3,94,0,26
637,1,1.0,1.0,Mar Vista,False,1,1,1125,30,58,0,327
638,1,1.0,0.8,Venice,False,1,1,365,30,11,0,1701
639,1,1.0,0.93,Long Beach,True,1,1,400,5,19,0,1573
640,2,1.0,1.0,Pasadena,True,2,2,120,2,122,0,459
641,1,1.0,1.0,Hollywood,True,1,1,1100,31,198,0,1616
642,3,0.8,0.79,Highland Park,True,2,2,366,30,16,0,184
643,2,1.0,1.0,Hollywood,True,1,1,1125,31,106,0,1616
644,2,1.0,0.08,Venice,False,1,1,1125,30,55,0,1701
645,-1,-1.0,-1.0,Hollywood Hills,True,1,1,28,2,19,0,787
646,1,1.0,0.25,Echo Park,True,1,1,40,30,9,0,410
647,1,1.0,0.86,Hollywood Hills West,False,1,1,1125,4,138,0,521
648,3,0.7,0.92,Woodland Hills,False,2,2,90,1,35,0,290
649,1,0.95,0.97,Silver Lake,True,1,1,90,30,83,0,498
650,-1,-1.0,1.0,Valley Village,True,1,1,6,1,222,0,128
651,-1,-1.0,-1.0,Downtown,False,2,2,1125,2,29,0,1072
652,-1,-1.0,-1.0,Downtown,False,2,2,365,2,38,0,1072
653,3,0.63,0.24,Glendale,True,1,1,180,5,3,0,556
654,2,1.0,0.97,Silver Lake,True,1,1,14,3,106,0,498
655,2,1.0,0.99,Santa Monica,True,2,2,31,2,493,0,1184
656,-1,-1.0,-1.0,Hollywood Hills West,False,1,1,365,365,35,0,521
657,3,1.0,0.25,Alhambra,True,1,1,14,3,34,0,258
658,3,1.0,-1.0,Playa del Rey,False,1,1,92,30,11,0,108
659,-1,-1.0,-1.0,Downtown,False,2,2,1125,1,30,1,1072
660,2,1.0,1.0,Fairfax,False,1,1,365,30,152,0,261
661,-1,-1.0,-1.0,East Hollywood,True,1,1,180,30,6,0,526
662,1,1.0,0.83,Hollywood Hills West,False,2,2,10,2,336,2,521
663,-1,-1.0,0.67,Sawtelle,False,2,2,160,30,183,0,476
664,1,1.0,1.0,Hollywood,True,2,2,90,30,5,0,1616
665,3,0.5,1.0,West Hollywood,True,1,1,150,31,2,0,632
666,-1,-1.0,-1.0,Topanga,True,1,1,55,30,0,0,257
667,1,1.0,1.0,Unincorporated Santa Monica Mountains,False,1,1,1125,1,53,3,125
668,2,1.0,0.83,Sherman Oaks,True,1,1,400,30,95,0,375
669,-1,-1.0,-1.0,Beverly Grove,False,1,1,90,30,7,0,422
670,2,0.98,0.82,Downtown,False,2,2,1125,4,12,0,1072
671,1,1.0,0.69,Eagle Rock,True,1,1,1125,2,49,0,127
672,1,1.0,0.75,Hollywood Hills,False,1,1,1125,31,14,0,787
673,-1,-1.0,1.0,Santa Monica,True,1,1,60,3,10,0,1184
674,1,1.0,0.78,West Los Angeles,False,1,1,365,30,25,0,157
675,-1,-1.0,-1.0,Silver Lake,True,1,1,100,30,38,0,498
676,-1,-1.0,-1.0,Downtown,False,2,2,365,5,8,0,1072
677,1,1.0,0.63,Windsor Square,False,2,2,1125,1,27,1,37
678,2,1.0,0.96,Mar Vista,True,1,1,28,3,61,2,327
679,4,0.0,1.0,Santa Monica,True,1,1,365,31,117,0,1184
680,2,1.0,1.0,Hermosa Beach,True,1,1,365,90,35,0,195
681,2,1.0,0.7,Sherman Oaks,True,2,2,90,30,136,0,375
682,1,1.0,0.98,Venice,True,1,1,21,3,316,1,1701
683,3,0.83,0.0,Montecito Heights,False,1,1,1125,14,20,0,66
684,1,1.0,1.0,Long Beach,True,1,1,60,28,43,0,1573
685,-1,-1.0,0.91,Echo Park,True,1,1,10,3,31,0,410
686,2,1.0,0.7,Culver City,False,1,1,5,1,296,0,307
687,3,0.78,0.77,La Canada Flintridge,True,2,2,1125,1,156,0,41
688,-1,-1.0,-1.0,Santa Monica,True,1,1,1125,90,9,0,1184
689,2,1.0,0.98,Silver Lake,True,1,1,1125,30,309,0,498
690,3,1.0,-1.0,Manhattan Beach,True,1,1,365,30,6,0,188
691,2,1.0,1.0,Sherman Oaks,True,1,1,1124,1,7,1,375
692,2,0.95,0.88,Playa del Rey,False,1,1,90,4,95,1,108
693,2,1.0,0.97,Silver Lake,True,1,1,31,3,154,0,498
694,-1,-1.0,-1.0,Downtown,False,2,2,1125,30,7,0,1072
695,1,1.0,0.97,Silver Lake,True,1,1,27,2,197,3,498
696,3,0.7,0.0,Santa Monica,True,2,2,1125,30,3,0,1184
697,-1,-1.0,0.5,West Hollywood,True,1,1,1125,5,26,0,632
698,1,1.0,0.98,Altadena,True,4,1,365,7,125,0,228
699,1,1.0,0.97,Long Beach,True,1,1,360,15,44,0,1573
700,-1,-1.0,0.8,Sawtelle,False,2,2,120,30,37,0,476
701,1,1.0,0.93,Mid-Wilshire,True,2,2,365,3,130,0,514
702,-1,-1.0,-1.0,Downtown,False,2,2,1125,5,7,0,1072
703,1,0.88,0.56,Altadena,False,2,2,1125,1,35,0,228
704,1,1.0,1.0,Koreatown,False,2,2,60,30,120,0,518
705,-1,-1.0,1.0,West Adams,False,2,2,31,5,133,0,81
706,1,1.0,1.0,Koreatown,False,2,2,60,30,73,0,518
707,1,1.0,1.0,Koreatown,False,2,2,60,30,143,0,518
708,1,1.0,1.0,Koreatown,False,2,2,60,30,111,0,518
709,1,1.0,0.98,Santa Monica,True,2,2,29,2,276,3,1184
710,1,1.0,0.85,West Hollywood,True,1,1,1125,31,97,1,632
711,1,1.0,0.82,Studio City,True,1,1,365,2,318,3,349
712,3,0.75,0.96,Beverly Hills,True,1,1,1125,31,171,0,540
713,1,1.0,1.0,Reseda,True,1,1,1125,1,272,9,112
714,1,1.0,1.0,Santa Monica,True,1,1,60,4,176,1,1184
715,-1,-1.0,-1.0,Van Nuys,True,2,2,1125,1,0,0,201
716,3,0.75,0.44,Redondo Beach,True,1,1,1095,7,32,0,342
717,1,1.0,0.0,Hancock Park,False,1,1,1125,30,0,0,99
718,1,1.0,-1.0,Woodland Hills,False,1,1,1125,3,7,0,290
719,1,1.0,0.99,El Segundo,True,2,2,29,1,420,5,153
720,1,1.0,0.4,West Hollywood,True,1,1,365,30,70,0,632
721,3,1.0,0.73,Mid-City,False,1,1,365,30,49,0,397
722,1,1.0,0.81,Sawtelle,False,1,1,30,1,61,0,476
723,2,1.0,1.0,Fairfax,False,1,1,365,30,121,0,261
724,-1,-1.0,-1.0,Burbank,True,1,1,1125,365,17,0,331
725,-1,-1.0,-1.0,Harbor City,True,1,1,160,60,1,0,19
726,4,0.25,0.98,Venice,True,1,1,365,30,282,0,1701
727,1,1.0,1.0,Arlington Heights,False,2,2,365,1,242,2,128
728,1,1.0,1.0,Venice,True,1,1,1125,31,487,0,1701
729,1,1.0,0.93,Santa Monica,True,2,2,1125,2,110,3,1184
730,2,1.0,0.86,Pasadena,False,1,1,365,30,24,0,459
731,3,1.0,0.75,Hollywood Hills,True,1,1,90,30,100,0,787
732,2,1.0,0.86,Altadena,True,1,1,1125,3,6,0,228
733,3,0.5,0.93,Venice,True,1,1,1125,30,447,0,1701
734,-1,-1.0,-1.0,Downtown,False,2,2,365,2,5,0,1072
735,1,1.0,1.0,Downtown,False,2,2,365,3,4,0,1072
736,-1,-1.0,-1.0,Downtown,False,2,2,365,3,13,0,1072
737,1,1.0,0.33,Palms,True,1,1,30,30,29,0,249
738,-1,-1.0,0.0,Beverly Grove,False,2,2,1125,30,14,0,422
739,1,1.0,0.98,South Pasadena,True,1,1,365,1,195,5,84
740,1,1.0,0.96,Altadena,True,2,2,1125,3,45,0,228
741,-1,-1.0,-1.0,Beverly Hills,True,1,1,370,31,3,0,540
742,-1,-1.0,0.0,Pasadena,True,1,1,5,2,29,0,459
743,2,1.0,1.0,Los Feliz,False,1,1,1125,31,30,0,333
744,-1,-1.0,-1.0,Leimert Park,False,1,1,120,30,7,0,54
745,-1,-1.0,0.0,Hollywood Hills,True,2,2,30,30,3,0,787
746,-1,-1.0,1.0,Valley Glen,True,2,2,21,1,626,0,175
747,1,1.0,1.0,Venice,True,1,1,90,30,32,0,1701
748,1,1.0,1.0,Long Beach,True,2,2,1125,2,163,5,1573
749,-1,-1.0,0.91,Echo Park,True,2,2,14,6,98,0,410
750,1,1.0,0.9,West Hills,False,1,1,365,31,114,0,76
751,-1,-1.0,0.9,Hollywood,True,2,2,1125,1,19,0,1616
752,1,1.0,0.94,Venice,True,2,2,365,30,277,0,1701
753,1,1.0,0.8,Venice,False,1,1,1124,31,23,0,1701
754,2,0.96,1.0,Hollywood,False,1,1,1125,31,167,0,1616
755,2,0.96,1.0,Hollywood,False,1,1,60,31,117,0,1616
756,1,1.0,1.0,Mid-City,True,1,1,90,1,77,6,397
757,1,1.0,1.0,North Hollywood,False,1,1,1125,3,110,0,393
758,1,1.0,1.0,Hollywood,True,1,1,365,31,94,0,1616
759,1,1.0,0.96,Santa Monica,True,1,1,28,2,272,1,1184
760,3,0.8,0.79,Highland Park,True,2,2,1125,30,18,0,184
761,1,1.0,0.99,Venice,True,1,1,365,31,286,0,1701
762,1,1.0,0.9,Sherman Oaks,True,1,1,366,31,105,0,375
763,1,1.0,0.63,Santa Monica,True,2,2,1125,2,56,0,1184
764,1,1.0,0.98,Venice,True,1,1,30,2,258,2,1701
765,2,1.0,1.0,Hancock Park,False,1,1,365,30,109,0,99
766,1,1.0,0.9,Sherman Oaks,True,2,2,90,31,42,0,375
767,2,0.93,0.75,Woodland Hills,False,2,2,60,1,22,0,290
768,1,1.0,0.71,Malibu,True,1,1,28,3,64,4,398
769,1,1.0,0.99,Topanga,True,1,1,29,2,80,4,257
770,-1,-1.0,-1.0,Los Feliz,True,1,1,1125,7,5,0,333
771,1,1.0,1.0,Hollywood Hills West,False,1,1,21,2,47,1,521
772,-1,-1.0,-1.0,Hancock Park,False,1,1,365,5,4,0,99
773,2,1.0,0.79,San Pedro,True,1,1,180,30,177,0,109
774,-1,-1.0,-1.0,Hollywood,True,2,2,90,30,0,0,1616
775,-1,-1.0,0.5,Culver City,True,1,1,360,360,35,0,307
776,1,1.0,0.96,Long Beach,True,2,2,28,2,81,0,1573
777,1,1.0,1.0,Arlington Heights,False,2,2,30,1,222,0,128
778,2,0.93,0.57,Santa Monica,True,1,1,1125,1,13,0,1184
